[63664, "e"]	0.1242915572562303
[48306, "t"]	0.09430805423503802
[40706, "a"]	0.07947053483400525
[39625, "o"]	0.07736009292972677
[36070, "n"]	0.07041964799937526
[36042, "i"]	0.07036498345421356
[32703, "s"]	0.06384623644368087
[31518, "h"]	0.06153275480023037
[30880, "r"]	0.06028718409261736
[21191, "d"]	0.04137129916148492
[20629, "l"]	0.04027410364788224
[14004, "u"]	0.027340081801587222
[12931, "m"]	0.025245258338783518
[12614, "c"]	0.024626377595345705
[12498, "w"]	0.02439991019396152
[12075, "f"]	0.023574085100982984
[9733, "y"]	0.019001786359243676
[9595, "g"]	0.018732368243803872
[8618, "p"]	0.01682496607869742
[7894, "b"]	0.015411497125230616
[5425, "v"]	0.010591255625079312
[3503, "k"]	0.006838925060765499
[800, "x"]	0.0015618441474771335
[497, "q"]	0.0009702956766201692
[432, "j"]	0.0008433958396376522
[262, "z"]	0.0005115039582987613
